ID,post_content
52043,"<p>You Know You're Getting Older When...</p>
<p>Everything hurts and what doesn't hurt, doesn't work.<br /> The gleam in your eyes is from the sun hitting your bifocals.<br /> You feel like the night after, and you haven't been anywhere.<br /> Your little black book contains only names ending in M.D.<br /> You get winded playing chess.<br /> Your children begin to look middle aged.<br /> You're still chasing women but can't remember why.<br /> A dripping faucet causes an uncontrollable bladder urge.<br /> You know all the answers, but nobody asks you the questions.<br /> You look forward to a dull evening.<br /> You walk with your head high trying to get used to your bifocals.<br /> Your favorite part of the newspaper is ""25 Years Ago Today...""<br /> You turn out the light for economic reasons rather than romantic ones.<br /> You sit in a rocking chair and can't get it going.<br /> Your knees buckle and your belt won't.<br /> You regret all those mistakes resisting temptation.<br /> After painting the town red, you have to take a long rest before applying a second coat.<br /> Dialing long distance wears you out.<br /> You're startled the first time you are addressed as an old timer.<br /> You just can't stand people who are intolerant.<br /> You burn the midnight oil until 9 PM.<br /> Your back goes out more often than you do.<br /> Your pacemaker makes the garage door go up when you watch a pretty girl go by.<br /> The little grey haired lady you help across the street is your wife.<br /> You have too much room in the house and not enough room in the medicine cabinet.<br /> You sink your teeth into a steak and they stay there.</p>
"
52044,"<p>Dave, John and Sam were involved in a horrific car accident in which all three<br /> died. As they stood at the gates of heaven, Saint Peter came up to them and<br /> said, </p>
<p>'You will all be given a method of transportation for your eternal use around<br /> heaven. You will be judged on your past deeds and will have your transport<br /> chosen accordingly'</p>
<p>Saint Peter looked at Dave.<br /> 'You, Dave, were a bad man. You cheated on your wife four times. For this you<br /> will drive around heaven in an old, beat-up Soda.'</p>
<p>Next Saint Peter looked at John.<br /> 'You were not so evil, but you still cheated on your wife two times. For this<br /> you will forever travel through heaven in a Lade station wagon.'</p>
<p>Saint Peter finally looked at Sam.<br /> 'You, Sam, have set a fine example. You did not have sex before marriage and<br /> you never cheated on your wife. For this, you will forever travel through heaven<br /> in a Ferrari.'</p>
<p>A short time later, John and Dave pulled their cars next to Sam's Ferrari and<br /> there he is, sitting on the bonnet, head in hands, crying.</p>
<p>'What's wrong Sam?' they asked. 'You got the Ferrari. You're set forever. Why<br /> so down?'</p>
<p>Sam looked up ever so slowly, opened his mouth and cried,<br /> 'I just saw my wife go by on a skateboard.'</p>
"
52045,"<p>Joe is walking along a dark street at night when he hears a lot of laughter and shouting from an Irish bar across the road.</p>
<p>Joe thinks, ""Hmm...never been in an Irish bar before and I am bored and lonely. I'll go check it out.""</p>
<p>In he walks, amidst hoots of laughter. He looks up at a stage in the center of the room and sees a man going to the microphone.</p>
<p>He taps the microphone twice and says ""42"". Everyone bursts out laughing and he walks off the stage.</p>
<p>Another man comes up and yells ""68!"" The crowd laughs louder still!</p>
<p>A third man walks up and shouts ""12!!""</p>
<p>Joe is quite confused by now so he finds the manager and asks, ""Why does everyone laugh when they are only calling out numbers?""</p>
<p>""Well,"" says the Manager, ""we got tired of saying the same jokes over and over again so we assigned them numbers so each number called out is a joke.""</p>
<p>""Ohh,"" said Joe. ""Am I allowed a go then?""</p>
<p>""Sure!"" the manager exclaimed, So up on to the stage went Joe and yelled at the top of his voice ""168"".</p>
<p>The patrons laughed so loudly the room shook. They carried him off the stage and bought him a few drinks.</p>
<p>After that, he went to the manager and asked, ""Why was my joke so funny?""</p>
<p>The manager was still chuckling but he said, ""Well, they haven't heard that one before!!""</p>
<p>Submitted by Curtis<br /> Edited by Calamjo</p>
"
52046,"<p>The other night I was invited out for a night with ""the girls"" I told my husband that I would be home by midnight....""I promise!""</p>
<p>Well, the hours passed and the champagne was going down way to easy. Around 3 a.m., drunk as a skunk, I headed for home.</p>
<p>Just as I got in the door, the cuckoo clock in the hall started up and cuckooed 3 times.</p>
<p>Quickly, realizing he'd probably wake up, I cuckooed another 9 times. I was really proud of myself for coming up with such a quick-witted solution especially since I was smashed, in order to avoid a conflict with him.</p>
<p>The next morning my husband asked me what time I got in, and I told him 12 o'clock. He didn't seem disturbed at all. Whew! Got away with that one!</p>
<p>Then he said, ""We need a new cuckoo clock.""</p>
<p>When I asked him why, he said, ""Well, last night our clock cuckooed three times, then said, ""Oh crap!"", cuckooed 4 more times, cleared it's throat, cuckooed another 3 times,giggled, cuckooed twice more, and then farted.""</p>
"
52047,"<p>When they made you, they broke the mold. Then, they found the moldmaker,<br /> dragged him out into the street, and shot him. Repeatedly.</p>
"
52048,"<p>Va Samuel al Banco Israelita y se acerca al cajero.</p>
<p>""Buenos d�as Samuel"", lo saluda el cajero atentamente. </p>
<p>""Buenos d�as. Vengo a sacar un cr�dito de un dolar.""</p>
<p>""�Un dolar? Pero Samuel, le retiro esa cifra de cualquiera de sus cuentas o inversiones y solucionado el problema.""</p>
<p>""No... yo quiero un d�lar de cr�dito a pagar en un mes. Si no da cr�dito Samuel retira inversi�n, retira dinero, retira joyas, retira todo.""</p>
<p>""Pero no Samuel, no es para tanto, si usted quiere el cr�dito se lo damos."" (y le acerca los papeles para que los firme). </p>
<p>""�Cu�nto es inter�s?""</p>
<p>""3% Mensual.""</p>
<p>""Est� bien, pero quiero dejar en garant�a de pago mi BMW.""</p>
<p>""No Samuel, no es necesario, con sus cuentas es m�s que suficiente.""</p>
<p>""Si no deja mi BMW de garant�a, retira inversi�n, retira dinero, retira joyas, retira todo.""</p>
<p>""Est� bien Samuel, puede dejar su BMW en garant�a en la b�veda del Banco hasta dentro de 30 d�as.""</p>
<p>""�Perfecto!""</p>
<p>Vuelve Samuel a su casa y le dice a su esposa: </p>
<p>""�Ruthie, Ruthie, ya podemos tener vacaciones tranquilos, consegu� estacionamiento por $1,03 el mes completo!""</p>
"
52049,"<p>Kids in the back seat cause accidents; accidents in the back seat cause kids.</p>
"
52050,"<p>How can a woman tell if she is having a super orgasm?</p>
<p>Her husband wakes up.</p>
"
52051,"<p>yo mama so fat that when she went ona scale it said to be continued</p>
"
52052,"<p>Q: What did the penis say to the condom?<br /> A: Cover me I'm going in!</p>
"
52053,"<p>Knock Knock.</p>
<p>Who's there?</p>
<p>Yodelahe.</p>
<p>Yodelahewho!</p>
"
52054,"<p>Why do farts smell?</p>
<p>For the benefit of the deaf!</p>
"
52055,"<p>A little boy and his grandfather are raking leaves when the little boy sees an earthworm trying to get back into its hole.<br /> He says, ""Grandpa, I bet I can put that worm back in that hole.""</p>
<p>The grandfather smiles. ""I'll bet you five dollars you can't.<br /> It's too wiggly and limp to put back in that little hole.""</p>
<p>The little boy runs into the house and comes back out with a can of hair spray. He sprays the worm until it is straight and stiff as a board. Then he stuffs the worm back into the hole.</p>
<p>The grandfather, impressed with his grandson's ingenuity, hands him five dollars ... then grabs the hair spray and runs into the house.</p>
<p>Thirty minutes later, the grandfather comes back out and hands the little boy another five dollars.</p>
<p>The little boy says, ""Grandpa, you already gave me five dollars?""<br /> The grandfather replies, ""Yes, I know. But that's from your grandma!""</p>
"
52056,"<p>It's raining, it's pouring<br /> The old man is whoring,<br /> He jumped in bed,<br /> and got some head,<br /> and didn't pay up until the morning</p>
"
52057,"<p>Two pieces of string walked into a bar and ordered a pint. 'sorry' said the barman, 'we don't serve pieces of string in here' and with that he threw the two pieces of string out.</p>
<p>Outside, one of the pieces of string ruffeled himself up, tied himself in a loop and went back into the bar.</p>
<p>'Are you one of those pieces of string I just threw out?' asked the barman.</p>
<p>'No' replied the string, 'I'm a frayed not'!</p>
"
52058,"<p>Q: What's the difference between a Bill Clinton and a carp?<br /> A: One's a scum sucking bottom feeder and the other's a fish.</p>
"
52059,"<p>Once upon a time, there was a cat who died.  When she got to heaven, God asked her how she liked being on earth.  She told the Lord that it was awful -- she had to sleep in cold back alleys, where there was no food and life was hard.  God told her that he was sorry it had had turned out that way -- but here, in heaven, she would be happy and He would give her the most comfortable, warm pillow to sleep on.  The cat laid down upon the pillow and was happy.  A few days later, about a dozen mice that came to heaven together and God asked them how they had liked earth.  The earth was no better for them than it was the cat.  They explained to God that it was tough and exhausting and their feet were worn out from always running from cats and dogs and people.  God felt bad for the mice and decided to give them rollerskates.   One day God sees the cat again and asked her how she was liking heaven.  She explained that it was absolutely wonderful.  The pillow he gave her was the most comfortable place that she had ever slept on, but even better than the pillow were the meals on wheels.</p>
"
52060,"<p>yo mamma is so fat that when god said let there be light </p>
<p>she moved out of the way</p>
"
52061,"<p>Beware of those wearing suspenders with belts.</p>
"
52062,"<p>Four gay guys walk into a bar, there is only one stool left, so they turn it over and then they each take their seat.</p>
"
52063,"<p>1. Instead of milk and cookies, leave him a salad, and a note explaining that you think he could stand to lose a few pounds.2. While he's in the house, go find his sleigh and write him a speeding ticket.3. Leave him a note, explaining that you've gone away for the holidays. Ask if he would mind watering your plants.4. While he's in the house, replace all his reindeer with exact replicas. Then wait and see what happens when he tries to get them to fly.5. Keep an angry bull in your living room. If you think a bull goes crazy when he sees a little red cape, wait until he sees that big, red Santa suit!6. Build an army of mean-looking snowmen on the roof, holding signs that say ""We hate Christmas,"" and ""Go away Santa.""7. Leave a note by the telephone, telling Santa that Mrs. Claus called and wanted to remind him to pick up some milk and a loaf of bread on his way home.</p>
"
52064,"<p>Only the good die young, and only the young die good.</p>
"
52065,"<p>Q: What's the difference between an economist and a befuddled old man with<br /> Alzheimer's? </p>
<p>A: The economist is the one with the calculator.</p>
"
52066,"<p>18. Thou shalt not giveth any false information when applying for membership to a BBS, for verily it is written that whosoever shall do so will surely be found out and thy welcome on all boards will be thus denied forever and ever.</p>
"
52067,"<p>What do you call lice on a bald man's head?    </p>
<p>Homeless.</p>
"
52068,"<p>10. Cover Trent's eyes and say ""Guess who?""9. Burn Trent in effigy8. Make farting noises7. Make beep noises when they curse6. Two words: silly string5. Tickle Trent during a more intense song4. Toss a beanie baby on stage with a note attached saying ""Enjoy"" when they're singing ""Closer""3. Wear fake nails (nine inches long, of course), and poke everyone-including security2. Sing stuff by *NSYNC to confuse them1. Wear a T-shirt that says ""I LOVE MARYLIN MANSON!""</p>
"
52069,"<p>Two dogs were walking down the street. The one dog says to the other, ""Wait here a minute, I'll be right back.""</p>
<p>He walks across the street and sniffs this fire hydrant for about a minute, then walks back across the street.</p>
<p>The other dog says, ""What was that about?""</p>
<p>The dog first dog says, ""I was just checking my messages.""</p>
<p>Submitted by curtis<br /> Edited by axelwang</p>
"
52070,"<p>15&gt; ""Your face or mine?""</p>
<p>14&gt; ""I play guitar.  Care to meet my friends, Charlie and Mick?""</p>
<p>13&gt; ""You know, they named that drink after me.""</p>
<p>12&gt; ""Is it hot in here, or is that just the embalming fluids running through my veins?""</p>
<p>11&gt; ""I can 'rise from the dead,' if you know what I mean.""</p>
<p>10&gt; ""One look at you, and my knees turn to jelly.  Or actually, sort of a yellowish, maggoty substance.""</p>
<p>9&gt; ""You must be tired, 'cause you've been running through my mind all night -- care to peel back my scalp and see?""</p>
<p>8&gt; ""Excuse me, but did you just drop this finger?""</p>
<p>7&gt; ""What's your name?  Who's your daddy?  Is he rich, is he rich like me?""</p>
<p>6&gt; ""I've had my eye on you all night.  Right there, stuck to your shoulder.  Can I please have it back now?""</p>
<p>5&gt; ""Baby, if I were in charge of the alphabet, I'd put... BRAINS! MUST EAT BRAINS!""</p>
<p>4&gt; ""My rotten, maggot-infested skin would look great -- in a pile on your bedroom floor.""</p>
<p>3&gt; ""You can't spell 'gruesome' without 'u' and 'me.'""</p>
<p>2&gt; ""Viagra, schmiagra -- I got rigor mortis, baby!""</p>
<p>1&gt; ""Sweetheart, you light up my death!""</p>
<p>             [  The Top 5 List   www.topfive.com  ]<br />              [   Copyright 2003 by Chris White    ]</p>
"
52071,"<p>In a pod of whales, how can you tell which one is gay?<br /> He's the one that tips the boat and sucks out the 'seamen!'</p>
"
52072,"<p>""IT'S A GUY THING""<br /> Translated: ""There is no rational thought pattern connected<br /> with it, and you have no chance at all of making it logical."" </p>
<p>""CAN I HELP WITH DINNER?""<br /> Translated: ""Why isn't it already on the table?"" </p>
<p>""UH HUH,"" ""SURE, HONEY,"" OR ""YES, DEAR""<br /> Translated: Absolutely nothing. It's a conditioned response. </p>
<p>""IT WOULD TAKE TOO LONG TO EXPLAIN""<br /> Translated: ""I have no idea how it works."" </p>
<p>""I WAS LISTENING TO YOU. IT'S JUST<br /> THAT I HAVE THINGS ON MY MIND.""<br /> Translated: ""That girl standing on the<br /> corner is a real babe."" </p>
<p>""TAKE A BREAK HONEY, YOU'RE WORKING TOO HARD.""<br /> Translated: ""I can't hear the game over the vacuum cleaner."" </p>
<p>""THAT'S INTERESTING, DEAR.""<br /> Translated: ""Are you still talking?"" </p>
<p>""YOU KNOW HOW BAD MY MEMORY IS.""<br /> Translated: ""I remember the theme song to 'F Troop', the<br /> address of the first girl I ever kissed, and the vehicle<br /> identification numbers of every car I've ever<br /> owned, but I forgot your birthday."" </p>
<p>""I WAS JUST THINKING ABOUT YOU,<br /> AND GOT YOU THESE ROSES.""<br /> Translated: ""The girl selling them on the<br /> corner was a real babe."" </p>
<p>""OH, DON'T FUSS - I JUST CUT MYSELF,<br /> IT'S NO BIG DEAL.""<br /> Translated: ""I have actually severed a limb,<br /> but will bleed to death before I admit that I'm hurt."" </p>
<p>""I CAN'T FIND IT.""<br /> Translated: ""It didn't fall into my outstretched<br /> hands, so I'm completely clueless."" </p>
<p>""WHAT DID I DO THIS TIME?""<br /> Translated: ""What did you catch me at?"" </p>
<p>""I HEARD YOU.""<br /> Translated: ""I haven't the foggiest clue what<br /> you just said, and am hoping desperately that I can fake it<br /> well enough so that you don't spend the next three days yelling at me."" </p>
<p>""YOU KNOW I COULD NEVER LOVE ANYONE ELSE.""<br /> Translated: ""I am used to the way you yell at me,<br /> and realize it could be worse."" </p>
<p>""YOU LOOK TERRIFIC.""<br /> Translated: ""Oh, God, please don't try on one<br /> more outfit, I'm starving."" </p>
<p>""I'M NOT LOST. I KNOW EXACTLY WHERE WE ARE.""<br /> Translated: ""No one will ever see us alive again.""</p>
"
52073,"<p>Why doesn't Mexico have an Olympics team? </p>
<p>Because everyone who can run, jump or swim is already in America!</p>
"
52074,"<p>Patient: Doctor, if I give up wine, women, and song, will I live longer? Doctor: Not really. It will just seem longer.</p>
"
52075,"<p>Did you ever hear about Blitzen the Brown nosed reindeer?</p>
<p>He is twice as fast as Rudolf but doesn't stop as quick!</p>
"
52076,"<p>One seventh of your life is spent on monday.</p>
"
52077,"<p>Why Beer is Better than Women</p>
<p>1. YOU CAN ENJOY A BEER ALL MONTH LONG.</p>
<p>2. BEER STAINS WASH OUT.</p>
<p>3. YOU DON'T HAVE TO WINE AND DINE BEER.</p>
<p>4. YOUR BEER WILL ALWAYS WAIT PATIENTLY FOR YOU IN THE CAR WHILE YOU PLAY FOOTBALL.</p>
<p>5. WHEN YOUR BEER GOES FLAT, YOU TOSS IT OUT.</p>
<p>6. BEER IS NEVER LATE.</p>
<p>7. A BEER DOESN'T GET JEALOUS WHEN YOU GRAB ANOTHER BEER.</p>
<p>8. HANGOVERS GO AWAY.</p>
<p>9. BEER LABELS COME OFF WITHOUT A FIGHT.</p>
<p>10. WHEN YOU GO TO A BAR, YOU KNOW YOU CAN ALWAYS PICK UP A BEER.</p>
<p>11. BEER NEVER HAS A HEADACHE.</p>
<p>12. YOU DON'T HAVE TO DRIVE A BEER HOME IN THE MORNING.</p>
<p>13. A BEER WON'T GET UPSET IF YOU COME HOME WITH ANOTHER BEER.</p>
<p>14. IF YOU POUR A BEER RIGHT, YOU'LL ALWAYS GET GOOD HEAD.</p>
<p>15. A BEER ALWAYS GOES DOWN EASY.</p>
<p>16. YOU CAN HAVE MORE THAN ONE BEER IN A NIGHT AND NOT FEEL GUILTY.</p>
<p>17. YOU CAN SHARE A BEER WITH YOUR FRIENDS.</p>
<p>18. YOU ALWAYS KNOW YOU'RE THE FIRST ONE TO POP A BEER.</p>
<p>19. BEER IS ALWAYS WET.</p>
<p>20. BEER DOESN'T DEMAND EQUALITY.</p>
<p>21. YOU CAN HAVE A BEER IN PUBLIC.</p>
<p>22. A BEER DOESN'T CARE WHEN YOU COME.</p>
<p>23. A FRIGID BEER IS A GOOD BEER.</p>
<p>24. YOU DON'T HAVE TO WASH A BEER BEFORE IT TASTES GOOD.</p>
<p>25. IF YOU CHANGE BEERS YOU DON'T HAVE TO PAY ALIMONY.</p>
"
52078,"<p>Q: What is the definition of a Soviet String Quartet?A: A Soviet Symphony Orchestra after a tour of the USA!</p>
"
52079,"<p>your dick is so small when you took of f your shorts in front of your girlfriend she asked did you get a bysectame</p>
"
52080,"<p>Next time you're invited to a boring social event, try one of these excuses to why you can't attend:</p>
<p>I'D LOVE TO BUT...</p>
<p>... I don't want to leave my comfort zone.<br /> ... I have some real hard words to look up in the dictionary.<br /> ... I have to answer all of my ""occupant"" letters.<br /> ... I have to fluff my shower cap.<br /> ... I have to fulfill my potential.<br /> ... I left my body in my other clothes.<br /> ... I made an appointment with a cuticle specialist.<br /> ... I'll be looking for a parking space.<br /> ... I'm being deported.<br /> ... I'm converting my calendar watch from Julian to Gregorian.<br /> ... I'm giving nuisance lessons at a convenience store.<br /> ... I'm going down to the bakery to watch the buns rise.<br /> ... I'm sandblasting my oven.<br /> ... I'm taking a crash course in punk totem pole carving.<br /> ... I'm worried about my vertical hold.<br /> ... I've come down with a really horrible case of something or other.<br /> ... I've got a Friends of the Rutabaga meeting.<br /> ... it's too close to the turn of the century.<br /> ... my Millard Filmore Fan Club meets then.<br /> ... my plot to take over the world is thickening.<br /> ... my subconscious says no.<br /> ... none of my socks match.<br /> ... the grunion are running.<br /> ... the last time I went, I never came back.<br /> ... the monsters haven't turned blue yet; I have to eat more dots.</p>
"
52081,"<p>Two boys are playing hockey on a frozen pond in a St.Louis, Missouri park when<br /> one of the boys is suddenly attacked by a crazed Rottweiller.</p>
<p>Thinking quickly, the other boy takes his hockey stick, shoves it under the<br /> dog's collar, twists it,and breaks the dog's neck, saving his friend.</p>
<p>A reporter is strolling by, sees the incident, and rushes over to interview<br /> the boy. ""Young Rams Fan Saves Friend From Vicious Animal,"" he starts writing in<br /> his notebook. ""But I'm not a Rams fan,"" the little hero replies.</p>
<p>""Sorry, since we're in St. Louis, I just assumed you were,"" says the reporter<br /> and he starts writing again. ""Blues Fan Rescues Friend From Horrific Attack"" he<br /> writes in his notebook.</p>
<p>""I'm not a Blues fan either,""the boy says.""</p>
<p>Oh, I assumed everyone in St. Louis was either for the Rams or the Blues. What<br /> team do you root for?"" the reporter asks.</p>
<p>""I'm an New England Patriots fan,"" the boy replies.</p>
<p>The reporter starts a new sheet in his notebook and writes:</p>
<p>""Little Boy From New England Kills Beloved Family Pet.""</p>
"
52082,"<p>A dying man gathered his Lawyer, Doctor and Clergyman at his bed side and<br /> handed each of them an envelope containing $25,000 in cash. He made them each<br /> promise that after his death and during his repose, they would place the three<br /> envelops in his coffin. He told them that he wanted to have enough money to<br /> enjoy the next life. A week later the man died. At the Wake, the Lawyer and<br /> Doctor and Clergyman, each concealed an envelop in the coffin and bid their old<br /> client and friend farewell.<br /> By chance, these three met several months later. Soon the Clergyman, feeling<br /> guilty, blurted out a confession saying that there was only $10,000 in the<br /> envelop he placed in the coffin. He felt, rather than waste all the money, he<br /> would send it to a Mission in South America. He asked for their forgiveness. The<br /> Doctor, moved by the gentle Clergymans sincerity, confessed that he too had kept<br /> some of the money for a worthy medical charity. The envelop, he admitted, had<br /> only $8000 in it. He said, he too could not bring himself to waste the money so<br /> frivolously when it could be used to benefit others. By this time the Lawyer was<br /> seething with self-righteous outrage. He expressed his deep disappointment in<br /> the lonious behavior of two of his oldest and most trusted friends. I am the<br /> only one who kept his promise to our dying friend. I want you both to know that<br /> the envelop I placed in the coffin contained the full amount. Indeed, my<br /> envelope contained my personal check for<br /> the entire $25,000.</p>
"
52083,"<p>The chief of staff of the US Air Force decided that he would<br /> personally intervene in the recruiting crisis affecting all of<br /> our armed services. So, he directed that a nearby Air Force base<br /> be opened and that all eligible young men and women be invited.<br /> As he and his staff were standing near an brand new F-15<br /> Fighter, a pair of twin brothers who looked like they had just<br /> stepped off a Marine Corps recruiting poster walked up to them. </p>
<p>The chief of staff walked up to them, stuck out his hand and<br /> introduced himself. He looked at the first young man and asked,<br /> ""Son, what skills can you bring to the Air Force?"" </p>
<p>The young man looks at him and says, ""I'm a pilot!"" </p>
<p>The general gets all excited, turns to his aide and says, ""Get<br /> him in today, all the paper work done, everything, do it!"" The<br /> aide hustles the young man off. </p>
<p>The general looks at the second young man and asked,""What skills<br /> to you bring to the Air Force?"" </p>
<p>The young man says, ""I chop wood!"" </p>
<p>""Son,"" the general replies, ""we don't need wood choppers in the<br /> Air Force, what do you know how to do?"" </p>
<p>""I chop wood!"" </p>
<p>""Young man,"" huffs the general, ""you are not listening to me, we<br /> don't need wood choppers, this is the 20th century!"" </p>
<p>""Well,"" the young man says, ""you hired my brother!"" </p>
<p>""Of course we did,"" says the general, ""he's a pilot!"" </p>
<p>The young man rolls his eyes and says, ""Dang it, I have to chop<br /> it before he can pile it!""</p>
"
52084,"<p>How do you drown a blond?</p>
<p>You put a scratch &amp; sniff sticker on the bottom of a pool.</p>
"
52085,"<p>The real-estate boss got a hot a new secretary, and he decided to put some moves on her. But within a few weeks, he is feeling displeased at the way she is working, not caring, coming to work late, and so on.Finally, he pulls her aside, and has a little talk with her. ""Listen, Baby, we may have gone to bed together a few times, but who said you could start coming in late and slacking off?The secretary's reply, ""My lawyer!""</p>
"
52086,"<p>17. There is no ""I"" in ""teamwork."" But there is in ""management kiss-up.""</p>
<p>16. If you do a good job and work hard, you may get a job with a better company someday.</p>
<p>15. The light at the end of the tunnel has been turned off due to budget cuts.</p>
<p>14. Doing a job RIGHT the first time gets the job done. Doing the job WRONG 14 times gives you job security.</p>
<p>13. If you think we're a bad company, you should see the competition.</p>
<p>12. Rome did not create a great empire by having meetings--they did it by killing all those who oppose them.</p>
<p>11. We put the ""k"" in ""kwality.""</p>
<p>10. 2 days without a human rights violation.</p>
<p>9. Your job is STILL better than asking, ""You want fries with that?""</p>
<p>8. We build great products when we feel like it and don't have any reason to call in sick. </p>
<p>7. If at first you don't succeed, try management.</p>
<p>6. Teamwork means never having to take all the blame yourself.</p>
<p>5. The beatings will continue until morale improves.</p>
<p>4. Pride, Commitment, Teamwork. Words we use to get you to work for free.</p>
<p>3. If at first you don't succeed, delegate it.</p>
<p>2. Plagiarism saves time.</p>
<p>1. Eagles may soar, but weasels don't get sucked into jet engines.</p>
"
52087,"<p>An elderly woman rushed up the stairs to the church, late for the wedding. An<br /> usher asked to see her invitation.<br /> ""I don't have one,"" she said.<br /> ""Well then, are you a friend of the groom?""<br /> ""I should say not,"" snapped the woman, ""I'm the bride's mother.""</p>
"
52088,"<p>What's long and hard and full of seamen?</p>
<p>A submarine.</p>
"
52089,"<p>Women's Snappy Comebacks:</p>
<p>Man: =""Haven't we met before?""<br /> Woman: ""Yes, I'm the receptionist at the VD Clinic.""</p>
<p>Man: =""Haven't I seen you someplace before?<br /> Woman: ""Yeah, that's why I don't go there anymore.""</p>
<p>Man: = ""Is this seat empty?""<br /> Woman: ""Yes, and this one will be too if you sit down.""</p>
<p>Man: = ""So, wanna go back to my place ?""<br /> Woman: ""Well, I don't know. Will two people fit under a rock?""</p>
<p>Man: = ""Your place or mine?""<br /> Woman: ""Both. You go to yours and I'll go to mine.""</p>
<p>Man: = ""I'd like to call you. What's your number?""<br /> Woman: ""It's in the phone book.""</p>
<p>Man: = ""But I don't know your name.""<br /> Woman: ""That's in the phone book too.""</p>
<p>Man: = ""So what do you do for a living?""<br /> Woman: ""I'm a female impersonator.""</p>
<p>Man: = ""What sign were you born under?""<br /> Woman: ""No Parking.""</p>
<p>Man: = ""Hey, baby, what's your sign?""<br /> Woman: ""Do not Enter""</p>
<p>Man: = ""How do you like your eggs in the morning?""<br /> Woman: ""Unfertilized !""</p>
<p>Man: = ""Hey, come on, we're both here at this bar for the same reason""<br /> Woman: ""Yeah! Let's pick up some chicks!""</p>
<p>Man: = ""I know how to please a woman.""<br /> Woman: ""Then please leave me alone.""</p>
<p>Man: = ""I want to give myself to you.""<br /> Woman: ""Sorry, I don't accept cheap gifts.""</p>
<p>Man: = ""If I could see you naked, I'd die happy.""<br /> Woman: ""Yeah, but if I saw you naked, I'd probably die laughing.""</p>
<p>Man: = ""Your body is like a temple.""<br /> Woman: ""Sorry, there are no services today.""</p>
<p>Man: = ""I'd go through anything for you.""<br /> Woman: ""Good! Let's start with your bank account.""</p>
<p>Man: = ""I would go to the end of the world for you.<br /> Woman: ""Yes, but would you stay there?""</p>
"
52090,"<p>A Jew, a Catholic and a Mormon were having drinks at the bar following an interfaith meeting.The Jew, bragging on his virility, said, ""I have four sons. One more and I'll have a basketball team.""The Catholic, pooh-poohed this accomplishment, stating, ""That's nothing, boy. I have 10 sons, one more and I'll have a football team.""To which the Mormon replied, ""You fellas ain't got a clue. I have 17 wives. One more and I'll have a golf course.""</p>
"
52091,"<p>What's the difference between a wedge of old cheese and an [ethnic] girl?</p>
<p>One is strong smelling and covered in mold and the other goes great with<br /> crackers!</p>
"
52092,"<p>My husband has always taken the time to make love to me in a very romantic atmosphere.</p>
<p>In fact, all our kids were conceived during Miller Lite commercials.</p>
"
